name,symbol,Date,closingprice
eMagin,EMAN,4/30/2021 0:00,2.63
Emerson Radio,MSN,4/30/2021 0:00,1.13
EVI Industries,EVI,4/30/2021 0:00,26.74
Espey Mfg&Electronics,ESP,4/30/2021 0:00,15.15
Evolution Petroleum,EPM,4/30/2021 0:00,3.31
First Trust Energy,FEN,4/30/2021 0:00,13.95
Flexible Solutions,FSI,4/30/2021 0:00,3.35
Franklin Street Properties,FSP,4/30/2021 0:00,5.28
Franklin Templeton,FTF,4/30/2021 0:00,9.26
Friedman Industries,FRD,4/30/2021 0:00,8.16
Gabelli,GLU,4/30/2021 0:00,20.42
GAMCO,GGN,4/30/2021 0:00,3.68
Gold Resource,GORO,4/30/2021 0:00,2.69
Golden Minerals,AUMN,4/30/2021 0:00,0.73
Hemispherx Biopharma,AIM,4/30/2021 0:00,2.16
Houston American Energy,HUSA,4/30/2021 0:00,1.63
Ibio,IBIO,4/30/2021 0:00,1.37
Impac Mortgage,IMH,4/30/2021 0:00,2.01
InfuSystems,INFU,4/30/2021 0:00,22.62
Cohen & Co,COHN,4/30/2021 0:00,32.11
InnSuites Hospitality,IHT,4/30/2021 0:00,2.24
Invesco Advantage II,VKI,4/30/2021 0:00,12.04
IsoRay,ISR,4/30/2021 0:00,0.9225
LGL Group,LGL,4/30/2021 0:00,11.25
Camber Energy Inc,CEI,4/30/2021 0:00,0.73
Mastech,MHH,4/30/2021 0:00,15.79
Mexco Energy,MXC,4/30/2021 0:00,7.57
NTN Buzztime,NTN,4/30/2021 0:00,49.8
National HealthCare,NHC,4/30/2021 0:00,70.31
Navidea Biopharma,NAVB,4/30/2021 0:00,1.6
Neuberger Berman California,NBW,4/30/2021 0:00,13.99
Neuberger Berman New York,NBO,4/30/2021 0:00,12.6
Neuberger Berman,NBH,4/30/2021 0:00,16.67
Neuberger Berman Hi-Yield,NHS,4/30/2021 0:00,12.84
Neuberger Berman RE,NRO,4/30/2021 0:00,4.79
New Concept Energy,GBR,4/30/2021 0:00,3.83
New England Realty,NEN,4/30/2021 0:00,57.5
NovaBay Pharmaceuticals,NBY,4/30/2021 0:00,0.8186
IT Tech Packaging,ITP,4/30/2021 0:00,0.558
Palatin,PTN,4/30/2021 0:00,0.623
Park National,PRK,4/30/2021 0:00,125.09
Pioneer Diversified,HNW,4/30/2021 0:00,14.95
Power REIT,PW,4/30/2021 0:00,45.06
Radiant,RLGT,4/30/2021 0:00,6.68
Reaves Utility,UTG,4/30/2021 0:00,34.68
BK Tech,BKTI,4/30/2021 0:00,4.61
Renaissance,RCG,4/30/2021 0:00,2.7
Retractable,RVP,4/30/2021 0:00,9.71
Seaboard,SEB,4/30/2021 0:00,3577.99
SIFCO,SIF,4/30/2021 0:00,14.06
Solitario Exploration&Royalty,XPL,4/30/2021 0:00,0.7073
SunLink,SSY,4/30/2021 0:00,2.76
Synthetic Biologics,SYN,4/30/2021 0:00,0.573
Tengasco,TGC,4/30/2021 0:00,32.85
Tompkins,TMP,4/30/2021 0:00,78.15
Trio-Tech,TRT,4/30/2021 0:00,4.77
United States Antimony,UAMY,4/30/2021 0:00,0.9355
Universal Security Instruments,UUU,4/30/2021 0:00,5.94
Ur Energy,URG,4/30/2021 0:00,1.15
Vista Gold,VGZ,4/30/2021 0:00,1.06
WF Income Opportunities,EAD,4/30/2021 0:00,8.64
WF Multi Sector Income,ERC,4/30/2021 0:00,12.78
WF Utilities and High Income,ERH,4/30/2021 0:00,13.95
Wireless Telecom,WTT,4/30/2021 0:00,1.86
Ellomay Capital,ELLO,4/30/2021 0:00,30.81
Uranium Energy,UEC,4/30/2021 0:00,2.9
Sandstorm Gold Ltd N,SAND,4/30/2021 0:00,7.41
inTest,INTT,4/30/2021 0:00,12.13
NanoViricides Inc,NNVC,4/30/2021 0:00,4.15
Oragenics,OGEN,4/30/2021 0:00,0.804
Energy Fuels Inc,UUUU,4/30/2021 0:00,5.51
B2Gold,BTG,4/30/2021 0:00,4.8
PEDEVCO,PED,4/30/2021 0:00,1.27
Ring Energy Inc,REI,4/30/2021 0:00,2.15
Altisource Asset Management,AAMC,4/30/2021 0:00,17.23
Air Industries Group,AIRI,4/30/2021 0:00,1.32
Can Fite Biopharma ADR,CANF,4/30/2021 0:00,2.17
DGSE Companies Inc,DGSE,4/30/2021 0:00,3.88
InspireMD,NSPR,4/30/2021 0:00,6.02
Enservco Co,ENSV,4/30/2021 0:00,1.39
22nd Century,XXII,4/30/2021 0:00,4.68
Globalstar Inc,GSAT,4/30/2021 0:00,1.27
Kelso Technologies Inc,KIQ,4/30/2021 0:00,0.81
Actinium Pharmaceuticals,ATNM,4/30/2021 0:00,7.66
Bluerock Residential Growth REIT,BRG,4/30/2021 0:00,9.48
Issuer Direct Corp,ISDR,4/30/2021 0:00,27.73
Transenterix Inc,TRXC,4/30/2021 0:00,2.1
Superior Drilling Products Inc,SDPI,4/30/2021 0:00,0.835
Ashford Inc,AINC,4/30/2021 0:00,8.87
Volitionrx Ltd,VNRX,4/30/2021 0:00,3.35
Regional Health,RHE,4/30/2021 0:00,7.22
8x8,EGHT,4/30/2021 0:00,32.89
HCI Group Inc,HCI,4/30/2021 0:00,73.42
Amneal Pharma A,AMRX,4/30/2021 0:00,5.51
Investors Real Estate,IRET,4/30/2021 0:00,70.39
Kaman,KAMN,4/30/2021 0:00,53.35
Madison Square Garden,MSG,4/30/2021 0:00,184.84
Nanometrics,ONTO,4/30/2021 0:00,68.52
PGT Innovations,PGTI,4/30/2021 0:00,26.33
Perspecta,PRSP,4/30/2021 0:00,29.27
Spirit Airlines,SAVE,4/30/2021 0:00,35.82
Team,TISI,4/30/2021 0:00,9.87
Ubiquiti,UI,4/30/2021 0:00,285.33
United Natural Foods,UNFI,4/30/2021 0:00,36.86
US Physicalrapy,USPH,4/30/2021 0:00,112.45
WPP ADR,WPP,4/30/2021 0:00,67.52
Leidos,LDOS,4/30/2021 0:00,101.28
American Equity Inv. Life,AEL,4/30/2021 0:00,30.98
GAP ADR,PAC,4/30/2021 0:00,102.7
ASE Industrial ADR,ASX,4/30/2021 0:00,8.31
California Water Service,CWT,4/30/2021 0:00,58.75
IRSA ADR,IRS,4/30/2021 0:00,3.82
MFA Financial,MFA,4/30/2021 0:00,4.4
Apollo Commercial RE Finance,ARI,4/30/2021 0:00,15.21
Concord Medical Services,CCM,4/30/2021 0:00,3.4
PLDT ADR,PHI,4/30/2021 0:00,26.2
Roadrunner,RRTS,4/30/2021 0:00,4.19
Superior Industries,SUP,4/30/2021 0:00,5.02
Transcontinental,TCI,4/30/2021 0:00,20.21
Monmouth RE,MNR,4/30/2021 0:00,18.48
Schweitzer-Mauduit,SWM,4/30/2021 0:00,45.67
Applied Industrial Technologies,AIT,4/30/2021 0:00,95.66
Charles River Laboratories,CRL,4/30/2021 0:00,332.45
Pennsylvania RE,PEI,4/30/2021 0:00,1.9
Sumitomo Mitsui Financial ADR,SMFG,4/30/2021 0:00,7.04
Federal Agricultural Mortgage,AGM,4/30/2021 0:00,102.86
Banco Bilbao ADR,BBVA,4/30/2021 0:00,5.6
Clear Channel,CCO,4/30/2021 0:00,2.51
Canadian Imperial Bank,CM,4/30/2021 0:00,103.96
North American Construction,NOA,4/30/2021 0:00,13.47
PennyMac Mortgage,PMT,4/30/2021 0:00,20.05
Oi ADR,OIBRc,4/30/2021 0:00,1.53
First Commonwealth Financial,FCF,4/30/2021 0:00,14.49
First Industrial RT,FR,4/30/2021 0:00,49.77
RPT Realty,RPT,4/30/2021 0:00,12.71
Booz Allen Hamilton,BAH,4/30/2021 0:00,82.95
Hawaiian Electric Industries,HE,4/30/2021 0:00,43.06
Helix,HLX,4/30/2021 0:00,4.29
AG Mortgage Investment,MITT,4/30/2021 0:00,3.95
Provident,PFS,4/30/2021 0:00,23.57
Reinsurance of America,RGA,4/30/2021 0:00,130.53
Arlington Asset Investment,AI,4/30/2021 0:00,66.26
Brookfield Asset Management,BAM,4/30/2021 0:00,45.58
China Eastern Airlines,CEA,4/30/2021 0:00,21.82
Choice Hotels,CHH,4/30/2021 0:00,113.8
Equity Lifestyle,ELS,4/30/2021 0:00,69.4
Entravision,EVC,4/30/2021 0:00,3.85
Everi Holdings,EVRI,4/30/2021 0:00,17.68
Haverty Furniture,HVT,4/30/2021 0:00,46.47
Kingsway Financial,KFS,4/30/2021 0:00,5.04
Kraton,KRA,4/30/2021 0:00,35.76
Lumber Liquidators,LL,4/30/2021 0:00,23.97
PNM Resources,PNM,4/30/2021 0:00,49.36
Pzena Investment Management,PZN,4/30/2021 0:00,10.53
Spirit Aerosystems,SPR,4/30/2021 0:00,45.69
Pyxus,PYX,4/30/2021 0:00,4.05
Armstrong World Industries,AWI,4/30/2021 0:00,103.65
American Axle&Manufacturing,AXL,4/30/2021 0:00,9.28
Compania Cervecerias Unidas,CCU,4/30/2021 0:00,18.33
Canadian Natural,CNQ,4/30/2021 0:00,30.38
China Yuchai,CYD,4/30/2021 0:00,15.97
Centrais Electricas Brasileiras,EBR,4/30/2021 0:00,7.03
New Oriental Education&Tech,EDU,4/30/2021 0:00,15.26
EPR Properties,EPR,4/30/2021 0:00,47.71
Graphic Packaging,GPK,4/30/2021 0:00,18.55
Maui Land&Pineapple,MLP,4/30/2021 0:00,11.28
MSC Industrial Direct,MSM,4/30/2021 0:00,90.16
Natural Gas Services,NGS,4/30/2021 0:00,9
National Presto Industries,NPK,4/30/2021 0:00,102.88
Ship Finance Int,SFL,4/30/2021 0:00,7.76
Shinhan,SHG,4/30/2021 0:00,35.74
Simpson Manufacturing,SSD,4/30/2021 0:00,112.7
Telephone&Data Systems,TDS,4/30/2021 0:00,22.98
Ashford Hospitality,AHT,4/30/2021 0:00,2.74
American Realty Investors,ARL,4/30/2021 0:00,7.78
Box Inc,BOX,4/30/2021 0:00,21.3
Dover Motorsports,DVD,4/30/2021 0:00,2.24
Hudson Pacific,HPP,4/30/2021 0:00,28.11
InterContinental ADR,IHG,4/30/2021 0:00,71.11
China Life Insurance ADR,LFC,4/30/2021 0:00,10.21
Lions Gate,LGFa,4/30/2021 0:00,14.47
Laredo Petroleum,LPI,4/30/2021 0:00,40.54
Live Nation Entertainment,LYV,4/30/2021 0:00,81.88
National Health Investors,NHI,4/30/2021 0:00,73.41
Annaly Capital Management,NLY,4/30/2021 0:00,9.08
Quanex Building Products,NX,4/30/2021 0:00,27.29
Chatham Lodging,CLDT,4/30/2021 0:00,13.87
Diamondrock Hospitality,DRH,4/30/2021 0:00,10.42
Entercom,ETM,4/30/2021 0:00,4.84
FactSet Research,FDS,4/30/2021 0:00,336.22
Genco Shipping Trading,GNK,4/30/2021 0:00,15.34
Medical Properties,MPW,4/30/2021 0:00,22.05
MagnaChip,MX,4/30/2021 0:00,25.01
Navios Maritime Holdings,NM,4/30/2021 0:00,7.23
OFG Bancorp,OFG,4/30/2021 0:00,23.69
Oil States,OIS,4/30/2021 0:00,5.61
Select Medical,SEM,4/30/2021 0:00,37.72
Sunstone Hotel Investors,SHO,4/30/2021 0:00,13.16
Spectrum Brands,SPB,4/30/2021 0:00,88.14
Asbury Automotive,ABG,4/30/2021 0:00,198.61
AMN Healthcare Services,AMN,4/30/2021 0:00,79.3
ARC Document Solutions,ARC,4/30/2021 0:00,2.18
Fresh Del Monte Produce,FDP,4/30/2021 0:00,28.2
Fresenius Medical Care ADR,FMS,4/30/2021 0:00,39.89
Hanger,HNGR,4/30/2021 0:00,24.93
Summit Hotel Properties,INN,4/30/2021 0:00,10.17
John Bean Tech,JBT,4/30/2021 0:00,145.38
JinkoSolar,JKS,4/30/2021 0:00,36.96
Kennedy-Wilson,KW,4/30/2021 0:00,20.55
MSA Safety,MSA,4/30/2021 0:00,160.76
Nordic American Tankers,NAT,4/30/2021 0:00,3.31
Navistar,NAV,4/30/2021 0:00,44.25
Penske Automotive,PAG,4/30/2021 0:00,87.69
Prestige Brand,PBH,4/30/2021 0:00,43.56
REX American Resources,REX,4/30/2021 0:00,80.73
South Jersey Industries,SJI,4/30/2021 0:00,24.75
Standard Motor Products,SMP,4/30/2021 0:00,42.83
Starwood Property,STWD,4/30/2021 0:00,25.82
Triton Int,TRTN,4/30/2021 0:00,50.17
Arcos Dorados,ARCO,4/30/2021 0:00,5.73
American States Water,AWR,4/30/2021 0:00,79.19
Capital Senior Living,CSU,4/30/2021 0:00,40.22
Ryman Hospitality Properties,RHP,4/30/2021 0:00,78.65
Guangshen Railway,GSH,4/30/2021 0:00,10.05
Horace Mann Educators,HMN,4/30/2021 0:00,40.1
Northwest Natural Gas,NWN,4/30/2021 0:00,53.92
One Liberty,OLP,4/30/2021 0:00,24.87
Prudential Public ADR,PUK,4/30/2021 0:00,42.46
Renaissancere,RNR,4/30/2021 0:00,168.81
Standex,SXI,4/30/2021 0:00,94.82
Sensient Technologies,SXT,4/30/2021 0:00,82.24
American Assets,AAT,4/30/2021 0:00,35.05
Albany,AIN,4/30/2021 0:00,89.24
Build-A-Bear Workshop,BBW,4/30/2021 0:00,8.04
Benchmark Electronics,BHE,4/30/2021 0:00,30.02
BLX SA,BLX,4/30/2021 0:00,14.76
Community Bank System,CBU,4/30/2021 0:00,77.63
Energetica Minas Gerais Cemig C,CIGc,4/30/2021 0:00,2.72
Continental Resources,CLR,4/30/2021 0:00,27.24
Compass Minerals,CMP,4/30/2021 0:00,67.92
Chesapeake Utilities,CPK,4/30/2021 0:00,118.52
Carpenter Technology,CRS,4/30/2021 0:00,37.87
Cooper Tire&Rubber,CTB,4/30/2021 0:00,56.99
Brinker,EAT,4/30/2021 0:00,67.13
Emergent Biosolutions,EBS,4/30/2021 0:00,60.98
Ethan Allen Interiors,ETH,4/30/2021 0:00,28.71
Greenbrier,GBX,4/30/2021 0:00,47.24
Independence,IHC,4/30/2021 0:00,44
Korea Electric Power,KEP,4/30/2021 0:00,10.58
Knight Transportation,KNX,4/30/2021 0:00,47.12
Modine Manufacturing,MOD,4/30/2021 0:00,16.28
Minerals Technologies,MTX,4/30/2021 0:00,78.14
National Grid ADR,NGG,4/30/2021 0:00,62.98
Prosperity Bancshares,PB,4/30/2021 0:00,73.36
Park Electrochemical,PKE,4/30/2021 0:00,13.49
Sally Beauty,SBH,4/30/2021 0:00,20.07
Safeguard Scientifics,SFE,4/30/2021 0:00,6.16
Sequans Communications,SQNS,4/30/2021 0:00,5.65
Bonanza Creek Energy,BCEI,4/30/2021 0:00,33.09
Bio-Rad Labs,BIO,4/30/2021 0:00,630.13
Black Knight,BKI,4/30/2021 0:00,72.42
Cullen/Frost Bankers,CFR,4/30/2021 0:00,120.06
CIRCOR,CIR,4/30/2021 0:00,34.37
EastGroup Properties,EGP,4/30/2021 0:00,158.66
Fortuna Silver,FSM,4/30/2021 0:00,6.03
Triple-S Management,GTS,4/30/2021 0:00,23.71
Granite Construction,GVA,4/30/2021 0:00,38.1
Hersha,HT,4/30/2021 0:00,11.56
KAR Auction Services,KAR,4/30/2021 0:00,14.99
Korn/Ferry,KFY,4/30/2021 0:00,67.89
Lloyds Banking ADR,LYG,4/30/2021 0:00,2.49
Murphy USA Inc,MUSA,4/30/2021 0:00,139.4
Cornerstone Building,CNR,4/30/2021 0:00,14.06
NewJersey Resources,NJR,4/30/2021 0:00,41.95
Oppenheimer,OPY,4/30/2021 0:00,51.17
Scotts Miracle-Gro,SMG,4/30/2021 0:00,231.16
Smith&Nephew SNATS,SNN,4/30/2021 0:00,43.17
Alexander&Baldwin,ALEX,4/30/2021 0:00,18.33
Antero Midstream,AM,4/30/2021 0:00,8.64
Brandywine,BDN,4/30/2021 0:00,13.53
B&G Foods,BGS,4/30/2021 0:00,29.18
Coeur Mining,CDE,4/30/2021 0:00,8.08
Chunghwa Telecom,CHT,4/30/2021 0:00,40.85
CNO Financial,CNO,4/30/2021 0:00,25.53
FBL,FFG,4/30/2021 0:00,56.69
Fair Isaac,FICO,4/30/2021 0:00,521.41
Comfort Systems,FIX,4/30/2021 0:00,82.36
Kite Realty,KRG,4/30/2021 0:00,20.81
Methode Electronics,MEI,4/30/2021 0:00,44.93
Nam Tai Property,NTP,4/30/2021 0:00,12.94
Nu Skin,NUS,4/30/2021 0:00,52.86
Oil-Dri Of America,ODC,4/30/2021 0:00,34.93
OneSmart,ONE,4/30/2021 0:00,2.73
Precision Drilling,PDS,4/30/2021 0:00,25.7
Pebblebrook Hotel,PEB,4/30/2021 0:00,23.88
Obsidian Energy,OBE,4/30/2021 0:00,1.36
Shaw B,SJR,4/30/2021 0:00,28.93
Life Storage,LSI,4/30/2021 0:00,96.06
Embotelladora Andina,AKOa,4/30/2021 0:00,13.44
American Vanguard,AVD,4/30/2021 0:00,19.78
Berkshire Hathaway,BRKa,4/30/2021 0:00,412500
CACI,CACI,4/30/2021 0:00,254.86
Commercial Metals,CMC,4/30/2021 0:00,29.22
Capstead Mortgage,CMO,4/30/2021 0:00,6.48
Comstock Resources,CRK,4/30/2021 0:00,5.49
Carlisle,CSL,4/30/2021 0:00,191.65
Cousins Properties,CUZ,4/30/2021 0:00,36.67
Employers,EIG,4/30/2021 0:00,40.48
Group 1 Automotive,GPI,4/30/2021 0:00,164.16
Hill Intl,HIL,4/30/2021 0:00,2.69
Jones Lang LaSalle,JLL,4/30/2021 0:00,187.91
KB Financial,KB,4/30/2021 0:00,48.92
Lexington,LXP,4/30/2021 0:00,12.24
Mueller Industries,MLI,4/30/2021 0:00,44.87
Mechel ADR,MTL,4/30/2021 0:00,1.92
Mueller Water Products,MWA,4/30/2021 0:00,14.36
National Fuel Gas,NFG,4/30/2021 0:00,49.66
Ormat,ORA,4/30/2021 0:00,72.4
Orion Group,ORN,4/30/2021 0:00,5.39
Panhandle Royalty,PHX,4/30/2021 0:00,2.89
Sturm Ruger&Company,RGR,4/30/2021 0:00,64.94
Sun Life Financial,SLF,4/30/2021 0:00,53.94
Toronto Dominion Bank,TD,4/30/2021 0:00,68.75
Ampco-Pittsburgh,AP,4/30/2021 0:00,7.57
AngloGold Ashanti ADR,AU,4/30/2021 0:00,20.58
BlueLinx,BXC,4/30/2021 0:00,50.47
Cai,CAI,4/30/2021 0:00,42.55
Mack-Cali,CLI,4/30/2021 0:00,16.36
Clearwater Paper,CLW,4/30/2021 0:00,33.46
China Cord Blood,CO,4/30/2021 0:00,5.01
Callon Petroleum,CPE,4/30/2021 0:00,37.39
Carriage Services,CSV,4/30/2021 0:00,37.18
Delek US Energy,DK,4/30/2021 0:00,23.73
ESCO Technologies,ESE,4/30/2021 0:00,108.76
Evercore,EVR,4/30/2021 0:00,140.13
Archrock,AROC,4/30/2021 0:00,9.34
Endeavour Silver,EXK,4/30/2021 0:00,5.28
Phoenix New Media,FENG,4/30/2021 0:00,1.67
Flotek,FTK,4/30/2021 0:00,1.52
Gildan Activewear,GIL,4/30/2021 0:00,34.69
Global Ship Lease,GSL,4/30/2021 0:00,13.9
Hill-Rom,HRC,4/30/2021 0:00,110.22
Miller Industries,MLR,4/30/2021 0:00,43.02
Molina Healthcare,MOH,4/30/2021 0:00,255.1
Newpark Resources,NR,4/30/2021 0:00,2.84
Oxford Industries,OXM,4/30/2021 0:00,91.23
PS Business Parks,PSB,4/30/2021 0:00,162.37
Pretium Resources,PVG,4/30/2021 0:00,10.49
Exantas Capital,XAN,4/30/2021 0:00,15.18
Boston Beer,SAM,4/30/2021 0:00,1216.49
Stifel,SF,4/30/2021 0:00,69.19
STMicroelectronics ADR,STM,4/30/2021 0:00,37.29
ARMOUR Residential,ARR,4/30/2021 0:00,12.43
Biglari,BH,4/30/2021 0:00,133.06
Bank of Nova Scotia,BNS,4/30/2021 0:00,63.69
Beazer Homes USA,BZH,4/30/2021 0:00,22.31
Core Laboratories,CLB,4/30/2021 0:00,28.18
CoreSite,COR,4/30/2021 0:00,121.49
Daqo New Energy ADR,DQ,4/30/2021 0:00,80.49
Dycom Industries,DY,4/30/2021 0:00,93.81
Flagstar Bancorp,FBC,4/30/2021 0:00,46.54
Hilltop,HTH,4/30/2021 0:00,35.2
Ion Geophysical,IO,4/30/2021 0:00,2.22
Koppers,KOP,4/30/2021 0:00,33.24
Kronos Worldwide,KRO,4/30/2021 0:00,17
Quaker Chemical,KWR,4/30/2021 0:00,242.35
Mercury General,MCY,4/30/2021 0:00,62.27
McCormick & Comp,MKCv,4/30/2021 0:00,90.81
Manning&Napier,MN,4/30/2021 0:00,7.06
Marine Products,MPX,4/30/2021 0:00,17.36
Myers Industries,MYE,4/30/2021 0:00,22.56
NACCO Industries,NC,4/30/2021 0:00,23.13
Ocwen,OCN,4/30/2021 0:00,31.51
Douglas Dynamics,PLOW,4/30/2021 0:00,44.73
Sonic Automotive,SAH,4/30/2021 0:00,49.34
Sonoco Products,SON,4/30/2021 0:00,65.46
Acadia,AKR,4/30/2021 0:00,20.89
Atlantic Power,AT,4/30/2021 0:00,3.03
Brown Forman A,BFa,4/30/2021 0:00,71.35
Bank of Hawaii,BOH,4/30/2021 0:00,90.89
BRF,BRFS,4/30/2021 0:00,3.88
Caleres,CAL,4/30/2021 0:00,23.31
Cincinnati Bell,CBB,4/30/2021 0:00,15.43
CIT,CIT,4/30/2021 0:00,53.29
Cantel Medical,CMD,4/30/2021 0:00,87.91
Credit Suisse ADR,CS,4/30/2021 0:00,10.57
Curtiss-Wright,CW,4/30/2021 0:00,127.9
LCI Industries,LCII,4/30/2021 0:00,146.5
Eagle Materials,EXP,4/30/2021 0:00,138.14
Federal Signal,FSS,4/30/2021 0:00,41.43
Gamco,GBL,4/30/2021 0:00,19.68
Gray Television,GTN,4/30/2021 0:00,20.32
HudBay Minerals,HBM,4/30/2021 0:00,7.47
Howard Hughes,HHC,4/30/2021 0:00,107.94
Intrepid Potash,IPI,4/30/2021 0:00,32.16
John Wiley&Sons,JWa,4/30/2021 0:00,56.94
Nautilus,NLS,4/30/2021 0:00,16.76
PAR Technology,PAR,4/30/2021 0:00,82.14
Royal Dutch Shell ADR,RDSa,4/30/2021 0:00,38
Royal Dutch Shell B ADR,RDSb,4/30/2021 0:00,35.81
istar Inc,STAR,4/30/2021 0:00,18.51
Fang Holdings,SFUN,4/30/2021 0:00,11.8
National Steel,SID,4/30/2021 0:00,9.02
STAG Industrial,STAG,4/30/2021 0:00,36.51
Scorpio Tankers,STNG,4/30/2021 0:00,18.14
Sun,SUI,4/30/2021 0:00,166.83
Resolute Forest Products,RFP,4/30/2021 0:00,13.52
ABM Industries,ABM,4/30/2021 0:00,51.41
Arbor,ABR,4/30/2021 0:00,17.68
AerCap Holdings NV,AER,4/30/2021 0:00,58.25
Clarivate Analytics,CCC,4/30/2021 0:00,27.93
CNA Financial,CNA,4/30/2021 0:00,46.93
Cenovus Energy Inc,CVE,4/30/2021 0:00,7.77
Donaldson,DCI,4/30/2021 0:00,62.88
Dolby Labs,DLB,4/30/2021 0:00,101.47
Diana Shipping,DSX,4/30/2021 0:00,3.74
Eldorado Gold,EGO,4/30/2021 0:00,9.87
Callaway Golf,ELY,4/30/2021 0:00,28.95
FTI Consulting,FCN,4/30/2021 0:00,138.85
Forestar,FOR,4/30/2021 0:00,25.34
Greif Bros B,GEFb,4/30/2021 0:00,59.81
GP Strategies,GPX,4/30/2021 0:00,15.75
HNI,HNI,4/30/2021 0:00,42.34
Huaneng Power,HNP,4/30/2021 0:00,14.33
LTC Properties,LTC,4/30/2021 0:00,42.53
Lsb Industries,LXU,4/30/2021 0:00,5.99
Southwest Gas Hold,SWX,4/30/2021 0:00,69.72
SunCoke Energy,SXC,4/30/2021 0:00,6.75
Agree,ADC,4/30/2021 0:00,70.36
Acuity Brands,AYI,4/30/2021 0:00,185.52
Brown&Brown,BRO,4/30/2021 0:00,53.18
Clean Harbors,CLH,4/30/2021 0:00,88.96
Crawford&Co,CRDa,4/30/2021 0:00,10.49
Crawford&Comp D,CRDb,4/30/2021 0:00,9.52
Blackstone Mortgage,BXMT,4/30/2021 0:00,32.49
Equity Commonwealth,EQC,4/30/2021 0:00,28.8
DHI Group,DHX,4/30/2021 0:00,2.92
Domino’s Pizza Inc,DPZ,4/30/2021 0:00,422.34
Dynex Capital,DX,4/30/2021 0:00,20.2
Vaalco Energy,EGY,4/30/2021 0:00,2.4
Orange ADR,ORAN,4/30/2021 0:00,12.52
Getty,GTY,4/30/2021 0:00,31.58
Hyatt,H,4/30/2021 0:00,82.33
HSBC ADR,HSBC,4/30/2021 0:00,31.22
Hecla Mining,HL,4/30/2021 0:00,5.91
Turquoise Hill Resources,TRQ,4/30/2021 0:00,17.61
Kosmos Energy,KOS,4/30/2021 0:00,2.86
Lithia Motors,LAD,4/30/2021 0:00,384.38
Spire,SR,4/30/2021 0:00,75.34
MDU Resources,MDU,4/30/2021 0:00,33.46
Mistras,MG,4/30/2021 0:00,11.13
NL Industries,NL,4/30/2021 0:00,7.1
Noah,NOAH,4/30/2021 0:00,44.05
NeoPhotonics,NPTN,4/30/2021 0:00,9.36
NorthWestern,NWE,4/30/2021 0:00,68.03
Owens&Minor,OMI,4/30/2021 0:00,36.09
ProAssurance,PRA,4/30/2021 0:00,25
PROS,PRO,4/30/2021 0:00,42.98
Quad Graphics,QUAD,4/30/2021 0:00,3.6
Regal Beloit,RBC,4/30/2021 0:00,144.43
RLJ Lodging,RLJ,4/30/2021 0:00,16.14
Relx ADR,RELX,4/30/2021 0:00,26.08
Redwood,RWT,4/30/2021 0:00,11.11
LS Starrett,SCX,4/30/2021 0:00,6.11
Acco Brands,ACCO,4/30/2021 0:00,8.58
Barnes,B,4/30/2021 0:00,49.92
BHP Billiton ADR,BBL,4/30/2021 0:00,60.5
Saul Centers,BFS,4/30/2021 0:00,43.18
Black Hills,BKH,4/30/2021 0:00,68.98
Badger Meter,BMI,4/30/2021 0:00,93.39
Bank of Montreal,BMO,4/30/2021 0:00,94.34
BRT,BRT,4/30/2021 0:00,18.83
Bancorpsouth Bank,BXS,4/30/2021 0:00,29.59
Boyd Gaming,BYD,4/30/2021 0:00,66.15
Copa,CPA,4/30/2021 0:00,86.5
Carnival ADS,CUK,4/30/2021 0:00,23.91
DHT Holdings Inc,DHT,4/30/2021 0:00,5.9
Leaf Group,LEAF,4/30/2021 0:00,8.86
Enzo Biochem,ENZ,4/30/2021 0:00,3.07
Haemonetics,HAE,4/30/2021 0:00,67.26
Encompass Health,EHC,4/30/2021 0:00,84.86
MDC,MDC,4/30/2021 0:00,58.66
Movado,MOV,4/30/2021 0:00,31.37
Vail Resorts,MTN,4/30/2021 0:00,325.16
Neenah Paper,NP,4/30/2021 0:00,53.17
Enpro Industries,NPO,4/30/2021 0:00,85.65
Pampa Energia ADR,PAM,4/30/2021 0:00,13.42
Radian,RDN,4/30/2021 0:00,24.64
Safe Bulkers,SB,4/30/2021 0:00,3.59
Skechers,SKX,4/30/2021 0:00,48.49
Sterling Bancorp,STL,4/30/2021 0:00,25.13
Alamo,ALG,4/30/2021 0:00,157.25
EMCOR,EME,4/30/2021 0:00,119.8
FutureFuel,FF,4/30/2021 0:00,12.7
Fly Leasing,FLY,4/30/2021 0:00,16.92
Franco-Nevada,FNV,4/30/2021 0:00,139.24
Greif Bros,GEF,4/30/2021 0:00,60.51
Hillenbrand,HI,4/30/2021 0:00,49.09
Plantronics,PLT,4/30/2021 0:00,39.99
Air Lease,AL,4/30/2021 0:00,46.71
Alexanders,ALX,4/30/2021 0:00,277.24
AptarGroup,ATR,4/30/2021 0:00,150.81
BankUnited,BKU,4/30/2021 0:00,46.61
Macro Bank,BMA,4/30/2021 0:00,13.37
Chicos FAS,CHS,4/30/2021 0:00,3
CVR Energy,CVI,4/30/2021 0:00,21.29
DineEquity,DIN,4/30/2021 0:00,96.65
H B Fuller,FUL,4/30/2021 0:00,66.82
Integer Hld,ITGR,4/30/2021 0:00,93.88
Green Dot,GDOT,4/30/2021 0:00,45.76
